experiment,team,support,accuracy,macro_f1,weighted_f1,f1_field_goal,recall_field_goal,f1_pass,recall_pass,f1_punt,recall_punt,f1_run,recall_run
RF current feature set,PIT,1225,0.7322448979591837,0.815154223179666,0.731458801611869,0.9090909090909091,0.9090909090909091,0.7226148409893993,0.7063903281519862,0.9299363057324841,1.0,0.6989748369058714,0.7088846880907372
RF current feature set,SEA,1121,0.7502230151650312,0.8027898957852838,0.7432560135882609,0.8709677419354839,0.9,0.8017817371937639,0.8372093023255814,0.95,1.0,0.5884101040118871,0.5351351351351351
RF current feature set,SF,1102,0.7549909255898367,0.8444998822768333,0.7544625159019915,0.9333333333333333,0.9767441860465116,0.7653880463871543,0.7619893428063943,0.9791666666666666,1.0,0.7001114827201784,0.6993318485523385
RF current feature set,TB,1211,0.7093311312964492,0.8218041021943479,0.7099757682558604,0.9295774647887324,0.9705882352941176,0.7098402018502944,0.670906200317965,0.9811320754716981,1.0,0.6666666666666666,0.7096774193548387
RF current feature set,TEN,1128,0.7145390070921985,0.8109692249670093,0.7054810367536823,0.9473684210526315,1.0,0.7505938242280285,0.8186528497409327,0.9554140127388535,1.0,0.5905006418485238,0.5145413870246085
RF current feature set,WAS,1402,0.6740370898716119,0.7832953987555291,0.663291273804236,0.9038461538461539,0.94,0.7137355584082157,0.804630969609262,0.9541284403669725,1.0,0.5614714424007744,0.47619047619047616
RF without yardage buckets,ARI,1118,0.6905187835420393,0.8032002173304057,0.6904312615951572,0.926829268292683,1.0,0.6877323420074349,0.6468531468531469,0.9557522123893806,1.0,0.6424870466321243,0.6828193832599119
RF without yardage buckets,ATL,1157,0.7476231633535004,0.8451555554412937,0.7475763251531881,0.9534883720930233,1.0,0.7382920110192838,0.6848381601362862,0.9690721649484536,1.0,0.7197696737044146,0.7780082987551867
RF without yardage buckets,BAL,1253,0.7382282521947326,0.8343621904720171,0.7373606581957265,0.9393939393939394,0.96875,0.7009345794392523,0.6893382352941176,0.959349593495935,1.0,0.7377706495589414,0.7443365695792881
RF without yardage buckets,BUF,1294,0.7442040185471407,0.8208560054983609,0.7426314112073436,0.8974358974358975,1.0,0.7472353870458136,0.7629032258064516,0.9302325581395349,0.9836065573770492,0.7085201793721974,0.6833910034602076
RF without yardage buckets,CAR,1084,0.7333948339483395,0.8232643961403875,0.7341176506177551,0.9122807017543859,1.0,0.7459749552772809,0.7152658662092625,0.9736842105263158,1.0,0.6611177170035671,0.6932668329177057
RF without yardage buckets,CHI,1156,0.7136678200692042,0.8055299556824582,0.7152115904321639,0.8888888888888888,0.96,0.7297071129707113,0.692063492063492,0.9704142011834319,1.0,0.6331096196868009,0.6754176610978521
RF without yardage buckets,CIN,1152,0.7456597222222222,0.8310610225838428,0.7368023247059997,0.9696969696969697,0.9696969696969697,0.8032454361054767,0.8497854077253219,1.0,1.0,0.5513016845329249,0.4904632152588556
RF without yardage buckets,CLE,1229,0.7054515866558178,0.7545507440745625,0.6850894496239752,0.8571428571428571,1.0,0.7801778907242694,0.8457300275482094,0.946236559139785,0.9887640449438202,0.4346456692913386,0.35658914728682173
RF without yardage buckets,DAL,1201,0.7493755203996669,0.8196857882049216,0.7389029494693407,0.9574468085106383,0.9574468085106383,0.7986206896551724,0.8616071428571429,0.9323308270676691,1.0,0.5903448275862069,0.5095238095238095
RF without yardage buckets,DEN,1195,0.7665271966527196,0.8338285156099438,0.7647917038889989,0.9041095890410958,0.9428571428571428,0.7859984089101034,0.7993527508090615,0.9523809523809523,0.9876543209876543,0.6928251121076233,0.6702819956616052
RF without yardage buckets,DET,1238,0.6849757673667205,0.7708782632771316,0.6835071834148876,0.8307692307692308,0.9,0.6678476527900797,0.6051364365971108,0.9108910891089109,1.0,0.6740050804403048,0.738404452690167
RF without yardage buckets,GB,1173,0.7178175618073316,0.832645148030908,0.7169154514858234,0.9523809523809523,1.0,0.7047101449275363,0.7257462686567164,0.9914529914529915,1.0,0.6820365033621518,0.6586270871985158
RF without yardage buckets,HOU,1308,0.7446483180428135,0.8281066348411736,0.7461043274256277,0.9019607843137255,0.9387755102040817,0.7519142419601837,0.7064748201438849,0.9764705882352941,1.0,0.6820809248554913,0.735966735966736
RF without yardage buckets,IND,1134,0.7178130511463845,0.830448106090292,0.7142689420223334,0.96,0.972972972972973,0.7294520547945206,0.7845303867403315,0.9927007299270073,1.0,0.6396396396396397,0.5843621399176955
RF without yardage buckets,JAX,1081,0.7687326549491211,0.8405013215555536,0.7681500782630127,0.9491525423728814,0.9655172413793104,0.7908611599297012,0.779896013864818,0.9251700680272109,1.0,0.6968215158924206,0.7002457002457002
RF without yardage buckets,KC,1336,0.7065868263473054,0.8054378747635511,0.7050037038366989,0.9318181818181818,1.0,0.7406398910823689,0.7421555252387448,0.9530201342281879,0.9861111111111112,0.5962732919254659,0.5877551020408164
RF without yardage buckets,LA,1254,0.7017543859649122,0.7786094718083126,0.7020283036571895,0.8433734939759037,0.9210526315789473,0.7248840803709428,0.7031484257871065,0.9210526315789473,0.958904109589041,0.6251276813074566,0.6428571428571429
RF without yardage buckets,LAC,1168,0.7303082191780822,0.8219356332861113,0.7299584160902317,0.9230769230769231,0.9545454545454546,0.731239092495637,0.7137989778534923,0.9625,1.0,0.670926517571885,0.6847826086956522
RF without yardage buckets,LV,1156,0.777681660899654,0.8422816837364362,0.7680397837032846,0.9629629629629629,0.975,0.8258774948382657,0.8823529411764706,0.9781021897810219,1.0,0.6021840873634945,0.5230352303523035
RF without yardage buckets,MIA,1169,0.7262617621899059,0.8183829015936859,0.7233730556555495,0.9176470588235294,0.9512195121951219,0.7577160493827161,0.7793650793650794,0.9743589743589743,1.0,0.6238095238095238,0.5941043083900227
RF without yardage buckets,MIN,1201,0.7485428809325562,0.8374297403498023,0.7501884123316229,0.9302325581395349,0.9302325581395349,0.7566225165562914,0.7085271317829457,0.967741935483871,1.0,0.6951219512195121,0.7549668874172185
RF without yardage buckets,NE,1120,0.7526785714285714,0.8231267477244882,0.7447684435801887,0.8857142857142857,0.9393939393939394,0.7873517786561265,0.8601036269430051,0.9790209790209791,1.0,0.6404199475065617,0.5570776255707762
RF without yardage buckets,NO,1128,0.7402482269503546,0.8254081300108973,0.7394410721977357,0.9230769230769231,0.967741935483871,0.7549441100601891,0.747870528109029,0.9554140127388535,1.0,0.6681974741676234,0.6689655172413793
RF without yardage buckets,NYG,1149,0.6953872932985204,0.7890054583158845,0.6961837902975494,0.9,0.9642857142857143,0.7251845775225595,0.6971608832807571,0.9390243902439024,1.0,0.591812865497076,0.6170731707317073
RF without yardage buckets,NYJ,1096,0.718978102189781,0.8212653154955031,0.7190370018673088,0.9642857142857143,0.9642857142857143,0.7633824670287044,0.7604327666151468,0.984375,1.0,0.5730180806675939,0.5754189944134078
RF without yardage buckets,PHI,1449,0.673567977915804,0.7931092643454029,0.6733233069212805,0.9108910891089109,0.9787234042553191,0.6356466876971609,0.6750418760469011,0.9640287769784173,0.9852941176470589,0.6618705035971223,0.6241519674355496
RF without yardage buckets,PIT,1225,0.7191836734693877,0.8078328937238513,0.7182981514540308,0.9090909090909091,0.9090909090909091,0.7100175746924429,0.697754749568221,0.9299363057324841,1.0,0.6822867853795689,0.6880907372400756
RF without yardage buckets,SEA,1121,0.7430865298840321,0.7988068505585896,0.7363912646615081,0.8709677419354839,0.9,0.7952345495160089,0.827906976744186,0.95,1.0,0.5790251107828656,0.5297297297297298
RF without yardage buckets,SF,1102,0.7558983666061706,0.844709947779638,0.7550897227511951,0.9333333333333333,0.9767441860465116,0.768141592920354,0.7708703374777975,0.9791666666666666,1.0,0.6981981981981982,0.6904231625835189
RF without yardage buckets,TB,1211,0.7167630057803468,0.8169033059573061,0.7173029887438959,0.9014084507042254,0.9411764705882353,0.7212020033388982,0.6868044515103339,0.9719626168224299,1.0,0.6730401529636711,0.7096774193548387
RF without yardage buckets,TEN,1128,0.7180851063829787,0.8080631070997899,0.7101247336746724,0.9285714285714286,0.9629629629629629,0.7527910685805422,0.8151986183074266,0.9493670886075949,1.0,0.6015228426395939,0.5302013422818792
RF without yardage buckets,WAS,1402,0.6804564907275321,0.789380627302868,0.6706294743381856,0.912621359223301,0.94,0.7182462927143778,0.8060781476121563,0.9541284403669725,1.0,0.5725264169068204,0.48932676518883417
RF broad tendency features,ARI,1118,0.6851520572450805,0.7891596057912249,0.6842564745457052,0.8941176470588236,1.0,0.6736441484300666,0.6188811188811189,0.9391304347826087,1.0,0.649746192893401,0.7048458149779736
RF broad tendency features,ATL,1157,0.7476231633535004,0.7911149313881831,0.7460511342322637,0.8282828282828283,1.0,0.735266604303087,0.6695059625212947,0.8598130841121495,0.9787234042553191,0.7410972088546679,0.7987551867219918
RF broad tendency features,BAL,1253,0.7302474062250599,0.8017882722627612,0.7280124126784985,0.8611111111111112,0.96875,0.6834462729912875,0.6488970588235294,0.9206349206349206,0.9830508474576272,0.7419607843137255,0.7653721682847896
RF broad tendency features,BUF,1294,0.7434312210200927,0.7821106974386184,0.7422458606338785,0.7727272727272727,0.9714285714285714,0.7469684721099434,0.7451612903225806,0.8888888888888888,0.9836065573770492,0.7198581560283688,0.7024221453287197
RF broad tendency features,CAR,1084,0.7306273062730627,0.8036884088130481,0.7314727769372477,0.8387096774193549,1.0,0.7397260273972602,0.6946826758147513,0.9673202614379085,1.0,0.668997668997669,0.71571072319202
RF broad tendency features,CHI,1156,0.7006920415224913,0.7584457236693404,0.701223310608457,0.7692307692307693,1.0,0.7073170731707317,0.6444444444444445,0.9101123595505618,0.9878048780487805,0.6471226927252985,0.711217183770883
RF broad tendency features,CIN,1152,0.7230902777777778,0.7656384480680454,0.7226652071690308,0.7848101265822784,0.9393939393939394,0.7730239303843365,0.7625178826895566,0.9107142857142857,0.9622641509433962,0.5940054495912807,0.5940054495912807
RF broad tendency features,CLE,1229,0.6965012205044752,0.7321266148508119,0.6884611679709416,0.7605633802816901,1.0,0.7638795986622073,0.7865013774104683,0.9139784946236559,0.9550561797752809,0.49008498583569404,0.4470284237726098
RF broad tendency features,DAL,1201,0.7352206494587843,0.7772066669614058,0.7306170817520284,0.8571428571428571,0.8936170212765957,0.7759245830311821,0.7961309523809523,0.8493150684931506,1.0,0.6264441591784339,0.580952380952381
RF broad tendency features,DEN,1195,0.7456066945606694,0.7977177242982426,0.7453044549126987,0.8048780487804879,0.9428571428571428,0.7521079258010118,0.7216828478964401,0.935672514619883,0.9876543209876543,0.6982124079915878,0.720173535791757
RF broad tendency features,DET,1238,0.6720516962843296,0.7413821099158309,0.6687040597467129,0.7714285714285715,0.9,0.643510054844607,0.565008025682183,0.8761904761904762,1.0,0.6743993371996686,0.7551020408163265
RF broad tendency features,GB,1173,0.7007672634271099,0.8098761619715122,0.6992446254471031,0.9195402298850575,1.0,0.6872727272727273,0.7052238805970149,0.9666666666666667,1.0,0.6660250240615977,0.6419294990723562
RF broad tendency features,HOU,1308,0.7262996941896025,0.8045429356572205,0.7270169390313778,0.8440366972477065,0.9387755102040817,0.719551282051282,0.6460431654676259,0.9707602339181286,1.0,0.6838235294117647,0.7733887733887734
RF broad tendency features,IND,1134,0.7222222222222222,0.7845584963152348,0.719967594867932,0.8089887640449438,0.972972972972973,0.7231329690346083,0.7311233885819521,0.9251700680272109,1.0,0.6809421841541756,0.654320987654321
RF broad tendency features,JAX,1081,0.7530064754856615,0.7950551418341212,0.7527645327413915,0.8059701492537313,0.9310344827586207,0.772972972972973,0.7435008665511266,0.9066666666666666,1.0,0.6946107784431138,0.7125307125307125
RF broad tendency features,KC,1336,0.6938622754491018,0.7712324864081498,0.693398042474932,0.8333333333333334,0.975609756097561,0.7262569832402235,0.7094133697135061,0.9271523178807947,0.9722222222222222,0.5981873111782477,0.6061224489795919
RF broad tendency features,LA,1254,0.6929824561403509,0.7555237848557952,0.6933547881757349,0.7659574468085106,0.9473684210526315,0.7078384798099763,0.6701649175412294,0.9150326797385621,0.958904109589041,0.6332665330661322,0.6638655462184874
RF broad tendency features,LAC,1168,0.7448630136986302,0.825800528480026,0.7442532467723938,0.9247311827956989,0.9772727272727273,0.7413333333333333,0.7103918228279387,0.9390243902439024,1.0,0.6981132075471698,0.7239130434782609
RF broad tendency features,LV,1156,0.754325259515571,0.7884893299296765,0.7456705437812551,0.8478260869565217,0.975,0.8056338028169014,0.8411764705882353,0.9054054054054054,1.0,0.5950920245398773,0.5257452574525745
RF broad tendency features,MIA,1169,0.7091531223267751,0.7692201884746466,0.7074470059171497,0.803921568627451,1.0,0.7328490718321227,0.7206349206349206,0.9032258064516129,0.9824561403508771,0.6368843069873997,0.6303854875283447
RF broad tendency features,MIN,1201,0.7402164862614488,0.8205369339836273,0.7410649528098223,0.8817204301075269,0.9534883720930233,0.7395388556789069,0.6713178294573643,0.96,1.0,0.700888450148075,0.7836644591611479
RF broad tendency features,NE,1120,0.7205357142857143,0.7787479797808806,0.7166371758787018,0.8157894736842105,0.9393939393939394,0.7474747474747475,0.7668393782383419,0.9150326797385621,1.0,0.6366950182260024,0.5981735159817352
RF broad tendency features,NO,1128,0.7278368794326241,0.7796868990697365,0.7268049353300002,0.8115942028985508,0.9032258064516129,0.7400881057268722,0.7155025553662692,0.8928571428571429,1.0,0.6742081447963801,0.6850574712643678
RF broad tendency features,NYG,1149,0.6927763272410792,0.7473878614112319,0.6931836013107789,0.75,0.9642857142857143,0.717391304347826,0.6766561514195584,0.9112426035502958,1.0,0.610917537746806,0.6414634146341464
RF broad tendency features,NYJ,1096,0.6961678832116789,0.7641433481589177,0.6991094513907875,0.8,1.0,0.7301324503311258,0.6816074188562596,0.9323308270676691,0.9841269841269841,0.5941101152368758,0.6480446927374302
RF broad tendency features,PHI,1449,0.6804692891649413,0.7597567050893883,0.6787976186138852,0.8288288288288288,0.9787234042553191,0.6258389261744967,0.6247906197654941,0.8918918918918919,0.9705882352941176,0.6924671734623359,0.6797829036635007
RF broad tendency features,PIT,1225,0.713469387755102,0.8004394910944116,0.7118826352161245,0.9130434782608695,0.9545454545454546,0.6933575978161965,0.6580310880829016,0.906832298136646,1.0,0.6885245901639344,0.7145557655954632
RF broad tendency features,SEA,1121,0.7341659232827832,0.7827615218436001,0.7318795468684488,0.8181818181818182,0.9,0.7792408985282726,0.7798449612403101,0.9325153374233128,1.0,0.6011080332409973,0.5864864864864865
RF broad tendency features,SF,1102,0.7441016333938294,0.8166934510314,0.7431075280983693,0.9032258064516129,0.9767441860465116,0.7518115942028986,0.7371225577264654,0.912621359223301,1.0,0.6991150442477876,0.7037861915367484
RF broad tendency features,TB,1211,0.7043765483071841,0.8018910352046025,0.7043969656431404,0.8918918918918919,0.9705882352941176,0.706081081081081,0.6645468998410174,0.9454545454545454,1.0,0.6641366223908919,0.7056451612903226
RF broad tendency features,TEN,1128,0.7101063829787234,0.7847876957156013,0.7055801457378238,0.8709677419354839,1.0,0.7324414715719063,0.7564766839378239,0.9090909090909091,1.0,0.6266506602641057,0.5838926174496645
RF broad tendency features,WAS,1402,0.6747503566333809,0.7472825361580728,0.6692055459546151,0.8103448275862069,0.94,0.7026657552973342,0.743849493487699,0.8739495798319328,1.0,0.6021699819168174,0.5467980295566502
RF rolling tendencies no buckets,ARI,1118,0.686046511627907,0.7893603040628722,0.6848640309787286,0.891566265060241,0.9736842105263158,0.6673170731707317,0.5979020979020979,0.9391304347826087,1.0,0.6594274432379073,0.73568281938326
RF rolling tendencies no buckets,ATL,1157,0.7173725151253241,0.7817884202062177,0.7138968125235996,0.845360824742268,1.0,0.7357083678541839,0.7563884156729132,0.8867924528301887,1.0,0.6592920353982301,0.6182572614107884
RF rolling tendencies no buckets,BAL,1253,0.7342378292098962,0.8111723872947902,0.7313268249524364,0.8857142857142857,0.96875,0.6817733990147783,0.6360294117647058,0.9291338582677166,1.0,0.7480680061823802,0.7831715210355987
RF rolling tendencies no buckets,BUF,1294,0.7264296754250387,0.769274290751255,0.7254157666276159,0.7640449438202247,0.9714285714285714,0.7207357859531772,0.6951612903225807,0.8805970149253731,0.9672131147540983,0.7117194183062446,0.7197231833910035
RF rolling tendencies no buckets,CAR,1084,0.724169741697417,0.8003078502362472,0.7251091780638304,0.8387096774193549,1.0,0.7316176470588235,0.6826758147512865,0.9673202614379085,1.0,0.6635838150289017,0.71571072319202
RF rolling tendencies no buckets,CHI,1156,0.7257785467128027,0.7842492069765254,0.7246877391106445,0.8333333333333334,1.0,0.7506092607636068,0.7333333333333333,0.9101123595505618,0.9878048780487805,0.6429418742586003,0.6467780429594272
RF rolling tendencies no buckets,CIN,1152,0.7326388888888888,0.7685691034655621,0.7279471298020124,0.7948717948717948,0.9393939393939394,0.788515406162465,0.8054363376251789,0.9107142857142857,0.9622641509433962,0.5801749271137027,0.5422343324250681
RF rolling tendencies no buckets,CLE,1229,0.7030105777054516,0.7328815002931138,0.6778846273423259,0.8059701492537313,1.0,0.7834793491864831,0.8622589531680441,0.9289617486338798,0.9550561797752809,0.4131147540983607,0.32558139534883723
RF rolling tendencies no buckets,DAL,1201,0.7277268942547876,0.7721679529836236,0.7169695144986756,0.8686868686868687,0.9148936170212766,0.778318276580959,0.8333333333333334,0.8611111111111112,1.0,0.5805555555555556,0.4976190476190476
RF rolling tendencies no buckets,DEN,1195,0.7523012552301255,0.8012261886314881,0.750811542591901,0.8148148148148148,0.9428571428571428,0.766612641815235,0.7653721682847896,0.9302325581395349,0.9876543209876543,0.6932447397563677,0.6789587852494577
RF rolling tendencies no buckets,DET,1238,0.6793214862681745,0.7719625617958745,0.6767538599688535,0.8405797101449275,0.9666666666666667,0.653393665158371,0.579454253611557,0.92,1.0,0.6738768718801996,0.75139146567718
RF rolling tendencies no buckets,GB,1173,0.7007672634271099,0.8079274166950855,0.6989299502808158,0.9195402298850575,1.0,0.690712353471596,0.7145522388059702,0.9586776859504132,1.0,0.6627793974732751,0.6326530612244898
RF rolling tendencies no buckets,HOU,1308,0.7308868501529052,0.8080213547636083,0.7315251438401432,0.8545454545454545,0.9591836734693877,0.7265500794912559,0.6575539568345323,0.9651162790697675,1.0,0.6858736059479554,0.7671517671517671
RF rolling tendencies no buckets,IND,1134,0.6957671957671958,0.7753968697574382,0.6924349379826933,0.8181818181818182,0.972972972972973,0.7015985790408525,0.7274401473296501,0.9444444444444444,1.0,0.6373626373626373,0.5967078189300411
RF rolling tendencies no buckets,JAX,1081,0.7520814061054579,0.8062158634513064,0.7516364141710824,0.8524590163934426,0.896551724137931,0.7744227353463587,0.755632582322357,0.912751677852349,1.0,0.6852300242130751,0.6953316953316954
RF rolling tendencies no buckets,KC,1336,0.7013473053892215,0.7664158218979938,0.6956255729685217,0.8247422680412371,0.975609756097561,0.749177090190915,0.7762619372442019,0.92,0.9583333333333334,0.5717439293598234,0.5285714285714286
RF rolling tendencies no buckets,LA,1254,0.69377990430622,0.7618153315785845,0.6939759238642673,0.7872340425531915,0.9736842105263158,0.710691823899371,0.6776611694152923,0.9210526315789473,0.958904109589041,0.6282828282828283,0.6533613445378151
RF rolling tendencies no buckets,LAC,1168,0.7208904109589042,0.8109689654151413,0.720068594023167,0.9148936170212766,0.9772727272727273,0.718942731277533,0.6950596252129472,0.9447852760736196,1.0,0.6652542372881356,0.6826086956521739
RF rolling tendencies no buckets,LV,1156,0.7629757785467128,0.7952312288837595,0.7538040560994613,0.8571428571428571,0.975,0.8137254901960784,0.8544117647058823,0.9054054054054054,1.0,0.6046511627906976,0.5284552845528455
RF rolling tendencies no buckets,MIA,1169,0.7005988023952096,0.7637719321715233,0.6984763851242884,0.8080808080808081,0.975609756097561,0.7256637168141593,0.7158730158730159,0.8976377952755905,1.0,0.6237054085155351,0.6145124716553289
RF rolling tendencies no buckets,MIN,1201,0.7468776019983348,0.8182694343273285,0.747499107339502,0.8723404255319149,0.9534883720930233,0.7502102607232969,0.6914728682170542,0.9448818897637795,1.0,0.7056451612903226,0.7726269315673289
RF rolling tendencies no buckets,NE,1120,0.7285714285714285,0.7774835018738447,0.7222788179585647,0.8051948051948052,0.9393939393939394,0.7620605069501226,0.8048359240069085,0.9090909090909091,1.0,0.6335877862595419,0.5684931506849316
RF rolling tendencies no buckets,NO,1128,0.7313829787234043,0.7861638665966849,0.7299926992718502,0.8285714285714286,0.9354838709677419,0.7473867595818815,0.7308347529812607,0.8982035928143712,1.0,0.6704936854190585,0.671264367816092
RF rolling tendencies no buckets,NYG,1149,0.6840731070496083,0.7430285662768533,0.6852862756839937,0.7428571428571429,0.9285714285714286,0.7046808510638298,0.6529968454258676,0.9166666666666666,1.0,0.607909604519774,0.6560975609756098
RF rolling tendencies no buckets,NYJ,1096,0.7116788321167883,0.7730969500822448,0.7129270347591249,0.8115942028985508,1.0,0.7514078841512469,0.7217928902627512,0.9323308270676691,0.9841269841269841,0.5970548862115127,0.6229050279329609
RF rolling tendencies no buckets,PHI,1449,0.6494133885438234,0.7506099917157524,0.6481944965420675,0.8518518518518519,0.9787234042553191,0.6075139888089528,0.6365159128978225,0.8979591836734694,0.9705882352941176,0.6451149425287356,0.6092265943012212
RF rolling tendencies no buckets,PIT,1225,0.7093877551020408,0.801951134478565,0.7071517344858393,0.9247311827956989,0.9772727272727273,0.6785379568884724,0.6252158894645942,0.9125,1.0,0.6920353982300885,0.7391304347826086
RF rolling tendencies no buckets,SEA,1121,0.7368421052631579,0.7756373505009903,0.7289373441346229,0.8059701492537313,0.9,0.7904903417533432,0.8248062015503876,0.9325153374233128,1.0,0.5735735735735735,0.5162162162162162
RF rolling tendencies no buckets,SF,1102,0.7377495462794919,0.8134596391231965,0.7369162634565167,0.9032258064516129,0.9767441860465116,0.7429094236047575,0.7211367673179396,0.912621359223301,1.0,0.6950819672131148,0.7082405345211581
RF rolling tendencies no buckets,TB,1211,0.6903385631709331,0.7916042502194685,0.6902445257114665,0.88,0.9705882352941176,0.6893617021276596,0.643879173290938,0.9454545454545454,1.0,0.6516007532956686,0.6975806451612904
RF rolling tendencies no buckets,TEN,1128,0.7047872340425532,0.7794266826689318,0.697427364706345,0.8709677419354839,1.0,0.7353896103896104,0.7823834196891192,0.9090909090909091,1.0,0.6022584692597239,0.5369127516778524
